#{"t_start": 1661011954.6997313, "env_id": null}
r,l,t
7.34,7,23209.789648
7.72,7,23232.994124
3.7,7,23256.377836
4.03,7,23280.041734
8.53,7,23304.129537
11.97,7,23327.864473
3.216667,7,23351.848344
9.636667,7,23376.09542
9.136667,7,23400.071189
2.783333,7,23423.146452
7.136667,7,23446.462629
-3.243333,7,23470.209804
9.39,7,23493.330212
7.883333,7,23517.409435
11.763333,7,23540.699264
5.023333,7,23564.60697
4.056667,7,23588.715525
9.28,7,23612.020175
12.066667,7,23635.12734
1.836667,7,23659.174225
13.24,7,23683.140465
7.12,7,23706.756677
2.756667,7,23730.558095
5.59,7,23754.616335
12.616667,7,23778.391229
10.026667,7,23801.886533
4.683333,7,23825.084052
-0.546667,7,23848.347384
12.76,7,23871.782886
2.083333,7,23895.43292
5.95,7,23918.728157
1.966667,7,23942.347075
-1.213333,7,23965.586507
8.62,7,23988.980539
2.723333,7,24011.848025
2.813333,7,24035.628923
0.23,7,24059.602123
8.473333,7,24083.0354
5.2,7,24106.894163
3.93,7,24130.703351
8.22,7,24153.186745
3.106667,7,24175.639928
1.783333,7,24198.791226
13.0,7,24222.667225
5.1,7,24246.418374
4.306667,7,24270.36467
3.5,7,24293.646402
2.896667,7,24317.070367
-3.133333,7,24340.342698
6.47,7,24363.791728
1.136667,7,24386.758603
10.03,7,24410.731099
8.306667,7,24434.611957
5.526667,7,24458.549771
7.26,7,24482.411185
7.933333,7,24505.921977
-0.37,7,24529.223911
7.12,7,24552.558749
-0.63,7,24575.713534
11.57,7,24599.391508
7.796667,7,24623.032889
5.746667,7,24646.622003
